City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
472,Jacqueville,CI,82.4,few clouds,5.21,-4.41,Hotel Le Martin Pecheur
473,Le Port,RE,69.8,clear sky,-20.94,55.29,Villa Maido
474,Save,BJ,82.38,overcast clouds,8.04,2.49,Mission Ahmadiyya Savè
480,Lagoa,PT,68.7,light rain,39.05,-27.98,Casa Das Faias
482,Axim,GH,78.42,few clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
483,Palauig,PH,80.02,scattered clouds,15.44,119.9,Myhousebythesea
484,Almaznyy,RU,55.4,few clouds,48.04,40.05,
485,Constitucion,CL,62.94,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
487,Noumea,NC,78.01,clear sky,-22.28,166.46,Hôtel Le Lagon
488,Sao Joao Da Barra,BR,84.2,clear sky,-21.64,-41.05,Pousada Porto De Canoas
489,Bongandanga,CD,67.89,overcast clouds,1.5,21.05,
490,Kavaratti,IN,82.44,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
491,Marsa Matruh,EG,71.6,clear sky,31.35,27.25,Beau Site
492,Ixtapa,MX,86.0,broken clouds,20.7,-105.2,Container Inn Puerto Vallarta
493,Pedernales,DO,87.8,few clouds,18.04,-71.74,Hotel Costa Marina
495,Acapulco,MX,86.0,scattered clouds,16.86,-99.89,HS Hotsson Smart Acapulco
496,Pokhara,NP,65.7,clear sky,28.23,83.98,Hotel View Point
498,Zambezi,ZM,71.44,clear sky,-13.54,23.1,Royal Kutachika Lodge
499,Parkes,AU,60.01,scattered clouds,-33.13,148.18,Station Motel
500,Hambantota,LK,78.69,light rain,6.12,81.12,Bungalow 63
501,Hyeres,FR,64.99,clear sky,43.12,6.12,ibis budget Hyères Centre-Ville
502,Eureka,US,70.0,clear sky,40.8,-124.16,Eureka Inn Trademark By Wyndham
503,Resistencia,AR,78.8,clear sky,-27.46,-58.98,Niyat Urban Hotel
504,Hervey Bay,AU,66.0,clear sky,-25.3,152.85,Shelly Bay Resort
505,Paithan,IN,70.38,clear sky,19.48,75.38,Mahesh Tea Center
506,Toro,CO,77.2,broken clouds,4.61,-76.08,ChiloRanch Adventure
507,Razole,IN,74.53,overcast clouds,16.48,81.83,Sterling Palavelli Godavari
508,Pandan,PH,80.64,moderate rain,14.05,124.17,Bonifacio Lodge
510,Potsdam,DE,52.0,broken clouds,52.4,13.07,Dorint Hotel Sanssouci Berlin/Potsdam
511,Najran,SA,64.4,clear sky,17.49,44.13,محمد هادي ال فطيح
512,Sabancuy,MX,84.74,broken clouds,18.97,-91.18,Hotel Aguilar
514,Mayo,US,66.2,heavy intensity rain,38.89,-76.51,Resorts Resource Group International
515,Samarai,PG,79.3,moderate rain,-10.62,150.67,Nuli Sapi
516,Port Shepstone,ZA,69.3,overcast clouds,-30.74,30.45,My Den Beachfront B&B And Self-Catering
519,Yabrud,SY,64.4,clear sky,33.97,36.66,صالون مها حيدر - Salon Maha
520,Bardiyah,LY,69.98,clear sky,31.76,25.09,بورتو بردية
521,Cabedelo,BR,82.4,few clouds,-6.98,-34.83,Lua Mansa Pousada
522,Ontario,US,86.0,clear sky,34.06,-117.65,DoubleTree by Hilton Hotel Ontario Airport
523,Kerrville,US,62.6,clear sky,30.05,-99.14,Inn Of The Hills Hotel & Conference Center
524,Liverpool,GB,59.0,scattered clouds,53.41,-2.98,Premier Inn Liverpool City Centre (Moorfields) hotel
525,Monrovia,LR,80.6,few clouds,6.3,-10.8,Eco-Hotel Hall & Restaurant
526,Buraydah,SA,71.6,clear sky,26.33,43.98,Mövenpick Hotel Qassim
527,Wynyard,AU,50.41,light rain,-41.0,145.72,Burnie Airport Motel
529,Puerto Madryn,AR,70.09,clear sky,-42.77,-65.04,Hotel Tolosa
532,Hirado,JP,63.0,overcast clouds,33.36,129.55,Samson Hotel
534,Plettenberg Bay,ZA,57.07,overcast clouds,-34.05,23.37,Thanda Vista B&B
535,Sao Paulo De Olivenca,BR,83.14,overcast clouds,-3.38,-68.87,
536,Sao Francisco De Paula,BR,66.0,overcast clouds,-29.45,-50.58,Hotel Village da Serra
537,Cobh,IE,55.99,moderate rain,51.86,-8.3,Commodore Hotel
538,Kota Belud,MY,75.2,few clouds,6.35,116.43,Tang Dynasty Lodge Kota Belud
539,Jennings,US,50.0,broken clouds,38.72,-90.26,First Western Inn
540,Sebinkarahisar,TR,53.98,clear sky,40.29,38.42,Sebinkarahisar Ogretmenevi
541,Muisne,EC,78.8,overcast clouds,0.6,-80.03,Quinta Samay
543,Buin,CL,80.6,clear sky,-33.73,-70.75,Paihuen
545,Sohag,EG,84.2,clear sky,26.56,31.69,Civil Registry - Sohag 1
546,Vila Franca Do Campo,PT,69.8,scattered clouds,37.72,-25.43,Pestana Bahia Praia
549,Penzance,GB,55.4,scattered clouds,50.12,-5.54,Artist Residence Penzance
550,Manavgat,TR,71.6,broken clouds,36.79,31.44,Lake & River Side Hotel & Spa
551,Lao Cai,VN,68.54,overcast clouds,22.48,103.95,Legend Hotel
553,Redlands,US,84.99,clear sky,34.06,-117.18,Dynasty Suites Redlands
555,Manono,CD,71.55,overcast clouds,-7.3,27.42,Hotel hewa bora
556,Nguruka,TZ,72.57,broken clouds,-5.11,31.04,
557,Chingola,ZM,68.36,clear sky,-12.53,27.88,Protea Hotel by Marriott Chingola
558,Savona,IT,61.0,overcast clouds,44.3,8.27,B&B Le Stanze del Moro
559,Bend,US,70.0,clear sky,44.06,-121.32,Fairfield Inn & Suites by Marriott Bend Downtown
561,Uhlove,UA,62.4,light rain,44.82,33.6,Tavryda
562,Ilo,PE,64.63,broken clouds,-17.64,-71.34,Torreblanca Hotel
564,Sibiti,CG,71.1,light rain,-3.68,13.35,Hotel Mapila 1
565,Ararangua,BR,64.67,light rain,-28.93,-49.49,Hotel Mazzuco
566,Aquiraz,BR,82.4,few clouds,-3.9,-38.39,Hotel Laguna Blu
567,Mildura,AU,55.4,light rain,-34.2,142.15,Mercure Hotel Mildura
569,Mercedes,AR,64.99,clear sky,-34.65,-59.43,Posada del Inti Centro
570,La Linea,AR,72.97,overcast clouds,-27.62,-55.04,Chacra Don Juan
573,Nara,JP,55.0,broken clouds,34.69,135.8,Guesthouse Nara Komachi
574,Ratnagiri,IN,79.7,broken clouds,16.98,73.3,Hotel Landmark
576,Winslow,US,57.2,clear sky,35.02,-110.7,Best Western Plus Winslow Inn
578,Sidi Ali,DZ,64.63,clear sky,36.1,0.42,
579,Bilma,NE,76.53,clear sky,18.69,12.92,Expeditions Ténére voyages
580,Rawson,AR,60.98,clear sky,-43.3,-65.1,Hotel Punta León
581,Daru,PG,77.04,overcast clouds,-9.08,143.21,New century hotel
582,Guaruja,BR,78.01,overcast clouds,-23.99,-46.26,Charme Hotel Guarujá
583,Dingli,MT,66.99,clear sky,35.86,14.38,The Xara Palace Relais & Chateaux
585,Coihueco,CL,73.4,clear sky,-36.62,-71.83,Frutillares Coihueco
586,Kushima,JP,63.36,overcast clouds,31.46,131.23,Hanaoka
588,Whakatane,NZ,60.01,overcast clouds,-37.96,176.99,Pacific Coast Motel
590,Baranoa,CO,80.35,moderate rain,10.79,-74.92,Hotel Manzanares
591,Oistins,BB,77.0,heavy intensity rain,13.07,-59.53,Butterfly Beach Hotel
592,Takefu,JP,50.0,broken clouds,35.9,136.17,Hotel CrownHills Takefu
593,Nouadhibou,MR,71.6,overcast clouds,20.93,-17.03,El Medina
594,Tlapehuala,MX,91.33,overcast clouds,18.22,-100.52,Iglesia del Dios vivocolumna y apollo de la verdad
595,Winnemucca,US,60.8,clear sky,40.97,-117.74,Winners Inn Casino
597,Vangaindrano,MG,69.73,light rain,-23.35,47.6,Hotel Fanilo
598,Celestun,MX,82.63,light rain,20.87,-90.4,Posada Lilia
599,Surt,LY,69.51,clear sky,31.21,16.59,City Hotel
601,Kruisfontein,ZA,57.0,overcast clouds,-34.0,24.73,Oyster Bay House Rental
602,Shaowu,CN,61.5,light rain,27.34,117.48,Yijie Express Hotel
603,Ewa Beach,US,78.8,scattered clouds,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
604,Ogulin,HR,51.8,clear sky,45.27,15.23,Hotel Frankopan
605,Kulhudhuffushi,MV,82.69,broken clouds,6.62,73.07,Haajy Guest House 1
607,Tessalit,ML,81.36,clear sky,20.2,1.01,
609,Montepuez,MZ,71.65,clear sky,-13.13,39.0,RESIDÊNCIAL LANCHONETE
611,Swadlincote,GB,57.99,broken clouds,52.77,-1.56,Premier Inn Burton On Trent East hotel
614,Quelimane,MZ,77.0,clear sky,-17.88,36.89,Hotel Flamingo
615,Morant Bay,JM,86.0,few clouds,17.88,-76.41,Whispering Bamboo Cove Resort
617,Vao,NC,73.36,broken clouds,-22.67,167.48,Hotel Kou-Bugny
619,Copiapo,CL,64.4,clear sky,-27.37,-70.33,Antay Casino Hotel
620,Sur,OM,72.16,clear sky,22.57,59.53,Sur Plaza Hotel
622,Tierranueva,MX,70.81,clear sky,21.68,-100.57,Hotel La Gaviota
623,Talcahuano,CL,66.2,clear sky,-36.72,-73.12,Hotel Terramar
625,Chinsali,ZM,70.2,few clouds,-10.54,32.08,Mwiluzi Motel Chinsali Ltd
626,Bereda,ES,52.0,clear sky,43.27,-7.54,Pazo de Verdes
627,Buluang,PH,76.59,overcast clouds,13.31,123.34,Enon Beach Resort
628,Ryotsu,JP,52.11,broken clouds,38.08,138.43,Sadokamoko Onsen Kohanno Yado Yoshidaya
631,Acajutla,SV,82.4,clear sky,13.59,-89.83,Stop.
632,Kotma,IN,62.74,clear sky,23.2,81.97,Hotel Shree Govind
633,Laguna,US,75.99,clear sky,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
634,Buala,SB,79.29,moderate rain,-8.14,159.59,Maringe Lagoon Lodge
635,Port Hardy,CA,54.41,overcast clouds,50.7,-127.42,Airport Inn
638,Adre,TD,82.69,broken clouds,13.47,22.2,
639,Namibe,AO,70.66,clear sky,-15.2,12.15,Hotel Chik Chik Namibe
642,Konskie,PL,50.0,overcast clouds,51.19,20.41,Agroturystyka Barycz - Domek Marcel
645,Wattegama,LK,75.4,overcast clouds,6.8,81.48,
649,Danielskuil,ZA,68.38,overcast clouds,-28.19,23.54,Botha'Sig Gastehuis
650,Tayu,ID,80.76,scattered clouds,-6.54,111.05,Toko pakaian bu is Tayu
652,Ginir,ET,56.17,clear sky,7.13,40.7,Sura Dare Village
653,Viru,PE,66.2,scattered clouds,-8.42,-78.75,AYAR PORTENTOS DE MONTAÑA
655,Ormara,PK,76.17,clear sky,25.21,64.64,
658,Paidha,UG,62.01,moderate rain,2.42,30.99,Cream Land Motel
659,Dingle,PH,76.03,very heavy rain,11.0,122.67,Camp Pasica
666,Moussoro,TD,88.79,clear sky,13.64,16.49,Pharmacie alnadja Moussoro
667,Kuching,MY,77.0,few clouds,1.55,110.33,Hilton Kuching
668,Qandala,SO,82.36,clear sky,11.47,49.87,
669,Pozoblanco,ES,62.6,clear sky,38.38,-4.85,Hacienda Barriche
